HEADER
VTF File Version,1.1
VTF File Type,0
PID,1064
Generated on,2025-11-26 11:10:57
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,1064
XRT Version,2023.2

STRUCTURE
Group_Start,OpenCL Host Trace
Group_Start,OpenCL API Calls
Dynamic_Row,1,General,API Events not associated with a Queue
Static_Row,2,Queue 0xaaaae908f4f0,API events associated with the command queue
Group_End,OpenCL API Calls
Group_Start,Data Transfer
Dynamic_Row,3,Read,Read data transfers from global memory to host
Dynamic_Row,4,Write,Write data transfer from host to global memory
Dynamic_Row,5,Copy,Copy data transfers from global memory to global memory
Group_End,Data Transfer
Group_Start,Kernel Enqueues
Dynamic_Row_Summary,6,xilinx_com_xd_xilinx_zcu104_base_202320_1_202320_1:binary_container_1:kmeans_birch_kernel,Kernel Enqueue
Group_End,Kernel Enqueues
Group_End,OpenCL Host Trace

MAPPING
22,0:0:0
20,187651031107872:187651031108064:187651031108064
14,LPD
18,binary_container_1
9,clCreateBuffer
6,clCreateCommandQueue
5,clCreateContext
8,clCreateKernel
7,clCreateProgramWithBinary
11,clEnqueueMapBuffer
13,clEnqueueMigrateMemObjects
16,clEnqueueTask
21,clFinish
3,clGetDeviceIDs
1,clGetPlatformIDs
2,clGetPlatformInfo
25,clReleaseCommandQueue
26,clReleaseContext
27,clReleaseDevice
23,clReleaseKernel
15,clReleaseMemObject
24,clReleaseProgram
4,clRetainDevice
12,clRetainMemObject
10,clSetKernelArg
19,kmeans_birch_kernel
17,xilinx_com_xd_xilinx_zcu104_base_202320_1_202320_1

EVENTS
78,0,2853.063504,1,OPENCL_API_CALL,15
79,78,2853.075858,1,OPENCL_API_CALL,15
80,0,2853.138581,1,OPENCL_API_CALL,21
81,60,48470.188087,6,KERNEL_ENQUEUE,19,22,0,0
82,0,48474.496794,3,READ_BUFFER,905148,0xdf000,14,0xffffb7fff120
83,82,48631.486856,3,READ_BUFFER
84,80,48632.443763,1,OPENCL_API_CALL,21
85,0,49309.748470,1,OPENCL_API_CALL,15
86,85,49309.899439,1,OPENCL_API_CALL,15
87,0,49309.937516,1,OPENCL_API_CALL,15
88,87,49310.070762,1,OPENCL_API_CALL,15
89,0,49310.087655,1,OPENCL_API_CALL,15
90,89,49310.104670,1,OPENCL_API_CALL,15
91,0,49310.194885,1,OPENCL_API_CALL,23
92,91,49523.803085,1,OPENCL_API_CALL,23
93,0,49524.047762,1,OPENCL_API_CALL,24
94,93,49525.614039,1,OPENCL_API_CALL,24
95,0,49526.230839,1,OPENCL_API_CALL,25
96,95,49526.500639,1,OPENCL_API_CALL,25
97,0,49526.689100,1,OPENCL_API_CALL,26
98,97,55870.047684,1,OPENCL_API_CALL,26
99,0,55870.561591,1,OPENCL_API_CALL,27
100,99,55870.721360,1,OPENCL_API_CALL,27
101,0,55870.868237,1,OPENCL_API_CALL,27
102,101,55870.899760,1,OPENCL_API_CALL,27

DEPENDENCIES
59,60
81,82

